"","X","price","totsp","livesp","kitsp","dist","metrdist","walk","brick","floor"
"1151",1151,89,60,43,6,15.5,5,1,1,1
"1152",1152,80,56,44,6,11,8,1,1,0
"1153",1153,128,74,43,10,13.5,12,1,0,1
"1154",1154,90,57,43,6,12,5,1,1,1
"1155",1155,87,64,45,9,15.5,12,1,0,0
"1156",1156,130,74,50,8,10.5,5,0,1,1
"1157",1157,130,77,48,10,17,5,1,0,1
"1158",1158,103,64,40,8,17,5,1,0,1
"1159",1159,118,79,45,13,15.5,10,1,0,1
"1160",1160,89,60,44,6,14.5,7,1,1,1
"1161",1161,105,75,45,10,17,7,0,0,1
"1162",1162,88,60,43,6,12.5,5,1,0,1
"1163",1163,131,78,46,10,17,5,1,0,1
"1164",1164,235,101,59,15,8,7,1,1,1
"1165",1165,98,60,45,5,7.5,7,1,0,0
"1166",1166,90,66,43,9,15.5,10,1,0,0
"1167",1167,89,64,45,6,12.5,15,1,0,1
"1168",1168,169,84,62,10,6.5,1,1,0,1
"1169",1169,131,74,42,10,13.5,10,1,0,1
"1170",1170,92,59,38,6,15.5,10,1,0,1
"1171",1171,84,62,44,7,14.5,10,0,0,1
"1172",1172,86,58,38,8,11.5,7,1,0,1
"1173",1173,86,61,42,6,12,7,0,1,1
"1174",1174,115,80,45,10,13.5,10,0,0,1
"1175",1175,120,69,45,9,7.5,5,1,0,0
"1176",1176,108,66,44,9,12,5,1,0,1
"1177",1177,119,80,51,8,11.5,15,1,0,1
"1178",1178,90,55,35,6,14.5,5,0,0,1
"1179",1179,170,84,55,11,3,15,1,1,0
"1180",1180,145,94,50,12,17,10,1,1,1
"1181",1181,142,70,47,8,7.5,5,1,0,1
"1182",1182,116,85,45,10,12,15,0,0,1
"1183",1183,137,77,54,8,3.5,10,1,1,1
"1184",1184,125,77,45,10,12,10,1,0,1
"1185",1185,93,59,44,5,14.5,10,1,0,1
"1186",1186,130,65,44,9,9,5,1,0,1
"1187",1187,220,98,60,9,4.5,10,1,1,1
"1188",1188,80,52,35,6,14.5,12,0,0,1
"1189",1189,95,58,42,6,7.5,15,1,1,1
"1190",1190,120,75,43,10,17,10,1,0,1
"1191",1191,128,68,50,9,12.5,5,0,0,1
"1192",1192,115,79,45,13,13,7,0,0,1
"1193",1193,140,74,45,10,12.5,2,1,0,1
"1194",1194,97,53,34,6,9,5,1,0,1
"1195",1195,99,63,38,8,10.5,5,1,0,0
"1196",1196,110,75,50,10,13.5,10,0,0,1
"1197",1197,177,80,50,9,4.5,2,1,0,0
"1198",1198,108,56,41,6,3.5,5,1,1,0
"1199",1199,79,52,37,6,12,7,0,0,0
"1200",1200,240,106,60,17,4.5,10,1,1,1
"1201",1201,105,75,45,10,12,7,1,0,1
"1202",1202,144,80,51,10,13.5,10,1,0,1
"1203",1203,160,80,51,13,7.5,5,1,1,1
"1204",1204,145,71,43,8,9,5,1,1,0
"1205",1205,113,69,47,8,17,3,1,0,1
"1206",1206,95,68,45,9,14.5,10,0,0,1
"1207",1207,93,58,42,6,12,5,0,1,0
"1208",1208,95,67,45,9,13.5,10,0,0,0
"1209",1209,108,80,48,8,12,10,0,0,1
"1210",1210,108,80,48,8,12,10,0,0,1
"1211",1211,85,56,42,6,12,10,1,1,1
"1212",1212,120,76,45,10,13,10,1,0,1
"1213",1213,97,72,43,10,12.7,10,0,0,1
"1214",1214,154,75,36,12,7,5,1,0,1
"1215",1215,169,77,52,8,7,3,1,1,1
"1216",1216,89,58,42,6,9,10,0,0,0
"1217",1217,89,64,45,7,12,5,1,0,1
"1218",1218,155,85,53,7,4.5,10,1,0,0
"1219",1219,95,65,47,9,13.5,7,1,0,1
"1220",1220,97,55,35,6,9,10,1,0,1
"1221",1221,100,57,43,5,11.5,10,1,1,1
"1222",1222,165,78,46,18,5,10,1,0,1
"1223",1223,136,74,45,10,13.5,5,0,0,1
"1224",1224,165,89,57,9,7,5,0,0,1
"1225",1225,95,62,45,7,12.5,10,1,1,1
"1226",1226,113,54,34,11,3,10,1,0,1
"1227",1227,110,76,45,10,12,5,1,0,1
"1228",1228,148,84,52,8,6.5,3,1,1,1
"1229",1229,200,101,68,10,11,10,1,1,1
"1230",1230,162,75,52,12,3.5,5,1,1,1
"1231",1231,105,64,38,8,14.5,10,0,0,1
"1232",1232,85,61,45,6,13.5,10,1,0,1
"1233",1233,132,69,44,8,8,10,1,0,1
"1234",1234,143,75,54,10,6.5,7,1,1,1
"1235",1235,105,78,45,10,13,10,0,0,1
"1236",1236,84,58,43,5,12,15,1,1,0
"1237",1237,84,58,43,5,12,15,1,1,0
"1238",1238,114,76,45,10,12,15,0,0,1
"1239",1239,150,71,44,9,8,5,1,1,1
"1240",1240,94,63,38,8,17,12,1,0,0
"1241",1241,105,64,40,7,7,10,1,0,0
"1242",1242,100,64,41,7,12,5,1,0,1
"1243",1243,93,67,47,6,12,5,0,0,1
"1244",1244,108,58,40,6,10.5,7,1,1,1
"1245",1245,137,80,50,12,10.5,15,1,1,1
"1246",1246,106,58,42,6,12,5,1,1,1
"1247",1247,164,79,51,9,7,5,0,0,1
"1248",1248,100,58,42,5,12,10,0,1,1
"1249",1249,101,66,39,8,17,10,1,0,1
"1250",1250,95,63,38,8,12.5,5,1,0,1
"1251",1251,105,75,42,8,13.5,10,0,0,1
"1252",1252,110,80,46,10,12,15,0,0,1
"1253",1253,115,78,46,10,12.7,3,1,0,1
"1254",1254,104,77,45,10,12.7,15,1,0,0
"1255",1255,105,66,40,8,17,5,1,0,1
"1256",1256,117,85,44,10,12,10,0,0,1
"1257",1257,129,80,46,10,12,10,0,0,1
"1258",1258,105,63,43,7,10.5,15,1,0,1
"1259",1259,215,86,58,12,3,5,1,1,1
"1260",1260,143,77,42,10,6,5,0,0,1
"1261",1261,113,77,46,10,13,15,1,0,1
"1262",1262,150,84,48,10,13.5,10,0,0,0
"1263",1263,87,61,42,9,13.5,10,1,0,1
"1264",1264,90,61,49,6,12,10,1,0,1
"1265",1265,78,57,37,6,13.5,10,1,0,1
"1266",1266,126,64,44,7,8,2,1,0,0
"1267",1267,86,60,42,7,12,10,0,0,1
"1268",1268,101,55,38,6,7,10,1,0,0
"1269",1269,140,68,47,8,9,5,1,1,1
"1270",1270,180,81,50,11,7.5,5,1,1,0
"1271",1271,85,55,40,6,12.5,7,1,1,0
"1272",1272,122,79,48,10,12.7,12,1,0,1
"1273",1273,108,64,43,9,3.5,10,0,0,0
"1274",1274,81,60,46,6,14.5,15,0,0,0
"1275",1275,153,76,46,10,9,5,0,0,1
"1276",1276,130,79,45,10,12,5,1,0,1
"1277",1277,120,64,43,6,11.5,2,1,1,1
"1278",1278,90,55,37,6,7.5,7,0,0,1
"1279",1279,130,81,49,9,13,10,0,1,1
"1280",1280,95,59,43,6,15.5,5,0,0,1
"1281",1281,97,63,44,7,11.5,5,1,0,0
"1282",1282,135,81,48,8,15.5,7,1,0,1
"1283",1283,107,74,44,11,13,5,0,0,0
"1284",1284,119,66,45,8,7,7,0,1,0
"1285",1285,93,61,38,8,13,7,0,0,1
"1286",1286,115,67,41,9,14.5,7,0,0,1
"1287",1287,92,59,41,6,11,10,1,1,1
"1288",1288,155,72,52,7,3,5,0,0,1
"1289",1289,105,57,42,6,3,15,1,1,1
"1290",1290,94,61,44,6,12.5,3,1,0,1
"1291",1291,85,60,43,6,14.5,6,0,0,1
"1292",1292,198,110,59,13,14.5,10,1,0,1
"1293",1293,130,68,41,10,10.5,5,0,0,1
"1294",1294,135,80,45,13,12.5,5,0,0,1
"1295",1295,79,60,44,6,15.5,15,1,0,0
"1296",1296,138,79,47,10,7,10,0,0,1
"1297",1297,138,79,47,10,7,10,1,0,1
"1298",1298,150,70,50,9,7.5,7,1,1,1
"1299",1299,112,63,35,8,11,7,1,0,1
"1300",1300,117,61,44,6,4.5,5,1,1,1
"1301",1301,92,69,47,6,12,10,0,0,0
"1302",1302,138,86,50,10,13.5,10,1,1,1
"1303",1303,140,75,46,9,10.5,10,0,0,1
"1304",1304,93,57,43,6,10.5,15,0,0,1
"1305",1305,107,77,46,10,12,10,1,0,1
"1306",1306,92,63,38,8,12,10,0,0,1
"1307",1307,80,56,38,5,11.5,10,1,0,1
"1308",1308,104,73,44,10,13,5,0,0,1
"1309",1309,133,80,48,10,10.5,10,1,0,0
"1310",1310,92,60,44,6,12,5,0,0,1
"1311",1311,100,65,39,9,17,10,1,0,1
"1312",1312,95,65,46,8,13.5,7,0,0,0
"1313",1313,92,63,39,8,14.5,5,0,0,0
"1314",1314,165,76,52,9,8,2,1,1,1
"1315",1315,145,75,53,9,8,15,1,1,1
"1316",1316,92,63,38,8,14.5,5,0,0,0
"1317",1317,162,78,48,11,6.5,1,1,1,1
"1318",1318,90,59,45,6,12,5,0,0,0
"1319",1319,122,74,50,8,10.5,10,1,1,0
"1320",1320,90,60,45,5,10.5,10,0,0,1
"1321",1321,120,77,48,8,12,15,1,1,1
"1322",1322,115,60,39,6,4.5,10,1,0,1
"1323",1323,98,61,38,8,12,15,1,0,1
"1324",1324,95,60,37,8,12.5,15,1,0,1
"1325",1325,105,77,40,10,12,15,0,0,1
"1326",1326,73,54,37,6,14.5,10,1,0,1
"1327",1327,104,67,44,10,11.5,8,1,0,1
"1328",1328,90,55,36,6,12.5,10,1,0,1
"1329",1329,110,76,45,10,14.5,10,0,0,1
"1330",1330,124,78,55,8,13.5,10,1,1,1
"1331",1331,270,105,74,18,5,1,1,1,1
"1332",1332,120,77,45,10,13,10,1,0,1
"1333",1333,160,80,51,8,3,10,1,1,1
"1334",1334,155,75,44,10,9,5,0,1,1
"1335",1335,140,66,42,8,7,2,1,1,0
"1336",1336,95,65,46,8,12.5,10,1,0,1
"1337",1337,81,56,39,6,11.5,10,1,0,1
"1338",1338,110,81,45,10,13,12,1,0,1
"1339",1339,81,54,36,6,10,10,1,0,1
"1340",1340,108,66,45,10,12,5,1,0,1
"1341",1341,97,68,46,8,12,5,1,0,1
"1342",1342,99,58,39,7,7.5,5,1,0,1
"1343",1343,168,75,46,10,6.5,1,1,1,1
"1344",1344,105,78,44,10,13,15,1,0,1
"1345",1345,150,78,46,10,9,10,0,0,1
"1346",1346,93,64,45,7,13.5,7,0,0,1
"1347",1347,99,65,46,6,17,7,1,0,1
"1348",1348,143,75,45,9,10.5,7,1,0,1
"1349",1349,119,78,53,8,10.5,10,1,1,0
"1350",1350,83,59,44,6,13.5,10,0,0,1
"1351",1351,95,60,43,6,14.5,10,1,0,1
"1352",1352,92,61,44,6,12.5,5,1,0,1
"1353",1353,110,57,40,5,7.5,7,1,1,0
"1354",1354,111,57,40,6,9,3,1,1,1
"1355",1355,129,80,48,10,12.7,7,1,0,1
"1356",1356,99,57,42,6,12,10,1,1,1
"1357",1357,86,58,38,6,11.5,7,1,0,1
"1358",1358,152,73,48,8,3,15,1,1,1
"1359",1359,110,80,43,10,12,15,0,0,1
"1360",1360,156,79,54,8,9,10,1,1,1
"1361",1361,150,76,45,10,7,10,0,0,1
"1362",1362,113,63,42,9,7,5,0,0,1
"1363",1363,103,74,43,10,13,7,0,0,1
"1364",1364,135,84,45,11,12,10,0,0,1
"1365",1365,105,75,46,10,13,7,0,0,0
"1366",1366,120,77,45,10,13.5,5,0,0,1
"1367",1367,72,52,35,6,13.5,10,0,0,1
"1368",1368,135,80,45,10,10.5,5,0,0,1
"1369",1369,91,61,44,7,13.5,5,1,0,1
"1370",1370,96,60,45,6,15.5,5,1,0,1
"1371",1371,140,76,44,10,12.5,5,1,0,1
"1372",1372,140,76,44,10,12.5,5,1,0,1
"1373",1373,119,68,45,8,6,10,1,0,1
"1374",1374,115,80,41,13,12,15,1,0,1
"1375",1375,95,64,40,8,15.5,15,1,0,1
"1376",1376,83,53,34,6,14.5,8,0,0,0
"1377",1377,125,85,46,10,12,5,0,0,1
"1378",1378,85,61,43,6,12,15,1,0,1
"1379",1379,90,58,42,6,10.5,15,1,1,1
"1380",1380,110,74,45,10,12,15,0,0,1
"1381",1381,135,77,47,10,13.5,10,0,0,1
"1382",1382,90,60,40,8,13.5,5,1,0,0
"1383",1383,102,74,43,10,17,12,0,0,1
"1384",1384,84,58,43,6,14.5,5,0,0,1
"1385",1385,87,58,33,5,11.5,5,1,0,1
"1386",1386,130,78,51,8,10.5,10,0,1,1
"1387",1387,158,78,51,8,9,7,1,1,1
"1388",1388,146,80,46,10,7.5,10,1,1,1
"1389",1389,86,59,42,5,11.5,10,1,0,1
"1390",1390,89,60,42,6,12,7,0,0,1
"1391",1391,98,66,44,7,11.5,10,1,0,1
"1392",1392,125,76,45,10,15.5,10,0,0,1
"1393",1393,130,77,47,11,11,7,1,0,1
"1394",1394,120,77,47,12,13.5,10,1,0,1
"1395",1395,103,60,43,6,12.5,5,1,0,1
"1396",1396,85,57,39,6,11.5,7,1,0,0
"1397",1397,110,75,44,10,17,5,0,0,0
"1398",1398,85,50,35,6,11,8,0,0,1
"1399",1399,100,72,42,10,14.5,20,0,0,0
"1400",1400,128,68,44,11,4.5,12,1,0,0
"1401",1401,150,81,55,9,9,5,0,1,0
"1402",1402,99,72,43,10,12.7,10,1,0,1
"1403",1403,103,70,44,10,15.5,7,1,0,1
"1404",1404,170,100,57,14,12,10,1,0,0
"1405",1405,108,69,36,9,12.5,5,0,0,0
"1406",1406,98,56,33,6,8,10,1,0,0
"1407",1407,115,68,46,8,13.5,10,1,0,1
"1408",1408,119,77,45,10,13,10,0,0,1
"1409",1409,165,82,54,10,6,5,1,1,1
"1410",1410,93,60,38,8,12,5,1,0,1
"1411",1411,105,58,43,6,3.5,12,1,1,1
"1412",1412,165,78,52,12,7.5,5,0,0,1
"1413",1413,108,78,46,10,12.7,10,1,0,1
"1414",1414,160,80,54,9,9,10,1,1,1
"1415",1415,105,65,39,11,12,5,0,0,1
"1416",1416,185,99,67,9,9,10,1,1,0
"1417",1417,145,80,49,11,12.5,10,0,0,1
"1418",1418,150,86,53,9,11.5,1,1,0,1
"1419",1419,86,54,36,6,9,15,0,1,0
"1420",1420,195,83,55,10,4.5,3,1,1,0
"1421",1421,72,49,34,6,7,10,0,0,1
"1422",1422,150,76,45,10,9,5,0,0,1
"1423",1423,125,64,43,7,4.5,10,1,0,1
"1424",1424,175,95,48,12,10,2,1,0,0
"1425",1425,115,77,46,10,13.5,10,0,0,1
"1426",1426,99,66,41,8,13.5,15,1,1,1
"1427",1427,100,70,44,8,15.5,7,0,0,0
"1428",1428,120,76,45,10,12,10,0,0,1
"1429",1429,120,64,43,7,9,5,0,0,1
"1430",1430,99,60,44,6,12.5,10,1,0,1
"1431",1431,194,105,58,11,9,5,1,0,1
"1432",1432,95,63,39,8,12,10,1,0,1
"1433",1433,107,64,44,9,15.5,5,1,0,1
"1434",1434,79,60,43,5,12,10,0,0,0
"1435",1435,85,55,42,6,14.5,5,1,1,1
"1436",1436,145,78,44,10,3.5,2,1,0,1
"1437",1437,92,62,39,7,12,10,1,0,1
"1438",1438,95,63,39,8,14.5,15,1,0,1
"1439",1439,135,80,51,13,13.5,5,0,0,1
"1440",1440,148,90,55,8,13.5,7,0,1,0
"1441",1441,150,81,54,9,9,5,0,1,0
"1442",1442,123,74,48,10,12.5,15,1,0,1
"1443",1443,130,75,44,11,13.5,10,0,0,1
"1444",1444,158,78,49,14,9,4,1,1,1
"1445",1445,120,76,51,9,13.5,5,1,0,1
"1446",1446,110,65,45,7,13.5,7,1,0,1
"1447",1447,95,62,43,7,12,7,1,0,1
"1448",1448,109,66,46,8,15.5,5,1,0,1
"1449",1449,85,61,45,6,13.5,15,1,0,1
"1450",1450,85,61,45,6,13.5,15,1,0,1
"1451",1451,99,66,39,8,17,10,1,0,0
"1452",1452,107,75,45,9,13,15,1,0,1
"1453",1453,133,85,50,9,12,10,0,0,1
"1454",1454,115,71,42,10,12,5,1,0,0
"1455",1455,94,59,43,5,14.5,5,0,0,1
"1456",1456,93,55,39,6,8,10,1,1,0
"1457",1457,90,65,45,7,12,7,1,0,1
"1458",1458,110,75,43,10,13.5,15,0,0,1
"1459",1459,118,74,44,10,12.7,4,1,0,1
"1460",1460,190,100,50,16,7,10,1,0,1
"1461",1461,83,58,38,6,12.5,10,1,0,0
"1462",1462,110,77,46,9,13,5,1,0,0
"1463",1463,95,58,39,6,9,5,1,0,0
"1464",1464,83,56,37,6,10,15,1,0,1
"1465",1465,106,63,44,7,12.5,10,1,0,1
"1466",1466,170,102,58,12,13,5,1,0,1
"1467",1467,150,87,55,10,12,3,1,0,1
"1468",1468,128,85,52,10,14.5,10,0,0,0
"1469",1469,110,75,53,10,10.5,15,1,0,0
"1470",1470,105,69,43,6,17,5,1,0,1
"1471",1471,112,79,47,10,17,10,1,0,1
"1472",1472,90,60,45,6,13.5,5,1,0,1
"1473",1473,130,72,45,10,11.5,10,1,0,0
"1474",1474,84,57,42,5,12.7,10,1,1,1
"1475",1475,200,113,64,11,13.5,10,0,0,1
"1476",1476,121,81,46,8,12,2,1,0,1
"1477",1477,115,66,37,7,11,7,1,0,1
"1478",1478,118,67,44,8,6,10,1,0,1
"1479",1479,125,83,48,9,12,3,1,0,1
"1480",1480,125,83,48,9,12,3,1,0,1
"1481",1481,136,64,38,8,3,3,1,0,1
"1482",1482,127,78,46,10,17,5,1,0,1
"1483",1483,149,84,46,10,13.5,7,0,0,1
"1484",1484,88,60,44,6,12,10,0,0,0
"1485",1485,135,72,46,8,10,5,1,0,1
"1486",1486,79,50,34,6,14.5,5,0,0,1
"1487",1487,130,72,42,9,12,5,1,0,1
"1488",1488,92,68,53,6,13,10,0,0,1
"1489",1489,150,80,53,8,9,3,1,1,1
"1490",1490,96,60,43,6,13.5,10,1,0,1
"1491",1491,120,80,48,13,12,10,1,0,1
"1492",1492,89,61,44,6,12.5,10,1,0,1
"1493",1493,77,51,34,6,7,7,1,0,1
"1494",1494,106,58,44,6,7,10,0,0,0
"1495",1495,92,63,39,8,15.5,5,1,0,1
"1496",1496,107,74,45,10,14.5,15,0,0,1
"1497",1497,97,55,35,6,9,7,0,0,1
"1498",1498,98,60,43,7,13.5,10,1,0,1
"1499",1499,96,60,43,6,14.5,7,1,0,1
"1500",1500,128,75,45,10,17,3,1,1,1
"1501",1501,165,78,47,9,5,10,1,1,1
"1502",1502,77,60,44,6,13,15,1,0,0
"1503",1503,101,65,44,8,11.5,7,1,0,1
"1504",1504,110,77,46,10,12.7,7,0,0,1
"1505",1505,106,67,45,9,12,7,0,0,1
"1506",1506,142,90,51,12,12,10,0,1,1
"1507",1507,110,76,45,10,14.5,15,0,0,1
"1508",1508,89,60,44,6,10.5,3,1,0,1
"1509",1509,90,58,43,6,13.5,2,1,0,1
"1510",1510,108,81,48,8,13,15,0,0,1
"1511",1511,99,58,44,6,10.5,10,1,0,1
"1512",1512,85,60,43,7,12,5,0,0,1
"1513",1513,105,67,48,8,13.5,15,1,0,1
"1514",1514,103,64,45,7,15.5,5,1,0,1
"1515",1515,115,66,40,8,12.5,5,1,0,0
"1516",1516,105,64,45,6,13.5,7,1,0,1
"1517",1517,120,77,43,8,10.5,10,0,0,1
"1518",1518,162,86,58,9,12,8,1,1,1
"1519",1519,91,64,45,7,14.5,10,1,0,1
"1520",1520,94,63,39,8,14.5,5,0,0,1
"1521",1521,79,59,43,6,12,10,0,0,0
"1522",1522,125,78,45,10,12,7,0,0,1
"1523",1523,123,77,45,10,17,7,1,0,1
"1524",1524,240,105,55,23,10,5,1,0,1
"1525",1525,86,60,44,6,13.5,10,0,0,1
"1526",1526,455,192,92,18,7.5,5,1,0,1
"1527",1527,99,62,45,6,13.5,10,1,0,1
"1528",1528,94,64,45,7,12.5,12,1,0,1
"1529",1529,119,77,53,8,10.5,10,1,1,0
"1530",1530,108,76,46,10,12,10,1,0,1
"1531",1531,118,78,46,10,13.5,10,1,0,1
"1532",1532,97,56,43,5,6.5,7,1,1,1
"1533",1533,115,65,39,9,12.5,3,1,0,0
"1534",1534,107,68,46,8,10.5,10,0,0,1
"1535",1535,90,60,38,8,12,10,0,0,0
"1536",1536,122,75,46,11,13.5,15,1,0,1
"1537",1537,180,91,58,8,11,2,0,1,1
"1538",1538,125,80,45,11,12,2,1,0,1
"1539",1539,85,57,43,6,12,12,1,1,0
"1540",1540,115,60,44,6,6.5,5,1,0,1
"1541",1541,100,63,42,7,13.5,15,1,1,1
"1542",1542,118,64,43,9,10.5,7,0,0,1
"1543",1543,115,75,47,10,13,10,1,0,1
"1544",1544,90,60,43,6,13.5,5,0,0,0
"1545",1545,95,64,39,8,12.5,10,1,0,0
"1546",1546,110,75,45,8,13.5,10,0,0,0
"1547",1547,190,84,55,9,4.5,5,1,1,1
"1548",1548,79,51,34,6,13.5,10,1,0,1
"1549",1549,79,51,34,6,13.5,10,1,0,1
"1550",1550,95,64,45,7,12.5,10,1,0,1
"1551",1551,95,61,38,8,11.5,7,1,0,1
"1552",1552,105,63,42,8,12,15,1,1,1
"1553",1553,83,57,44,6,17,10,0,0,1
"1554",1554,85,60,43,10,13,7,0,0,0
"1555",1555,83,60,38,9,12,10,1,0,0
"1556",1556,91,62,38,7,13.5,7,0,0,0
"1557",1557,87,58,37,7,13.5,15,0,0,1
"1558",1558,85,58,40,5,14.5,10,0,1,1
"1559",1559,120,80,45,13,12,10,1,0,1
"1560",1560,105,63,39,8,12.5,10,1,0,1
"1561",1561,125,90,54,8,12,15,0,0,1
"1562",1562,200,88,60,7,3,5,1,1,1
"1563",1563,135,79,45,13,15.5,7,1,0,1
"1564",1564,72,50,34,7,17,10,1,0,1
"1565",1565,117,77,44,10,17,3,1,0,0
"1566",1566,120,68,47,8,12.5,5,0,0,0
"1567",1567,96,59,42,6,13.5,7,1,0,1
"1568",1568,114,75,54,7,12,7,1,1,1
"1569",1569,115,78,46,10,12,15,0,0,1
"1570",1570,100,66,43,7,12,7,0,0,1
"1571",1571,168,84,54,8,7.5,10,1,1,1
"1572",1572,120,80,47,9,13.5,10,0,0,1
"1573",1573,89,65,40,8,13,7,0,0,1
"1574",1574,92,60,44,6,12.5,15,1,0,0
"1575",1575,140,68,44,10,5,7,1,0,1
"1576",1576,145,72,50,7,4.5,5,1,1,0
"1577",1577,130,83,48,9,12.7,5,1,0,1
"1578",1578,115,79,47,11,12,10,1,0,1
"1579",1579,127,81,49,8,12,5,1,0,1
"1580",1580,150,80,44,12,11.5,5,0,0,1
"1581",1581,90,60,43,6,12,5,0,0,1
"1582",1582,109,67,45,11,13.5,5,0,0,1
"1583",1583,91,65,39,8,13,5,0,0,1
"1584",1584,95,65,46,7,12.5,15,1,0,1
"1585",1585,90,51,35,6,7,3,1,0,1
"1586",1586,145,78,47,8,11,8,1,1,1
"1587",1587,130,72,47,10,13.5,7,1,1,0
"1588",1588,94,60,44,6,15.5,5,1,0,1
"1589",1589,89,62,38,9,13,4,0,0,0
"1590",1590,151,86,54,10,10.5,5,0,0,1
"1591",1591,91,60,44,6,12,10,1,1,1
"1592",1592,101,55,39,6,4.5,12,1,1,0
"1593",1593,98,64,43,7,17,5,0,0,1
"1594",1594,110,74,44,10,13.5,15,0,0,1
"1595",1595,105,67,45,9,12,7,0,0,1
"1596",1596,110,77,45,10,12,10,0,0,1
"1597",1597,98,63,39,7,14.5,10,0,0,0
"1598",1598,85,57,40,6,14.5,10,0,1,1
"1599",1599,100,68,53,6,12,10,1,0,1
"1600",1600,170,76,50,10,5,5,1,1,1
"1601",1601,88,63,37,8,13,5,0,0,1
"1602",1602,105,56,42,6,3,15,1,1,1
"1603",1603,150,76,50,8,9,7,1,1,1
"1604",1604,105,65,47,9,12.5,5,1,0,1
"1605",1605,105,77,46,8,12,15,0,0,0
"1606",1606,85,60,40,7,12,5,0,0,1
"1607",1607,110,75,43,10,12.7,5,1,0,1
"1608",1608,185,86,47,8,3,3,1,1,1
"1609",1609,185,79,47,10,3,3,1,1,1
"1610",1610,138,65,44,9,4.5,2,1,0,1
"1611",1611,123,83,50,11,12.7,15,1,0,1
"1612",1612,107,69,45,10,12,10,1,0,1
"1613",1613,95,64,45,6,12.5,10,1,0,1
"1614",1614,95,64,45,6,12.5,10,1,0,0
"1615",1615,114,74,44,11,12.7,10,1,0,1
"1616",1616,82,57,46,6,12,10,1,1,1
"1617",1617,85,57,37,5,12,7,0,0,1
"1618",1618,85,57,37,5,12,7,0,0,1
"1619",1619,105,75,45,10,13,10,0,0,1
"1620",1620,96,60,45,6,10.5,15,1,0,1
"1621",1621,170,79,50,9,4.5,2,1,0,0
"1622",1622,135,72,49,8,8,5,0,1,1
"1623",1623,105,68,41,8,17,5,1,0,0
"1624",1624,145,75,46,10,7,10,0,0,1
"1625",1625,98,65,44,9,14.5,7,0,0,1
"1626",1626,110,68,45,6,12.5,10,1,0,1
"1627",1627,127,76,42,10,13.5,10,0,0,1
"1628",1628,132,78,46,10,12.5,12,1,0,0
"1629",1629,110,69,44,10,12,5,1,0,1
"1630",1630,195,110,55,11,12,1,1,1,1
"1631",1631,127,79,46,10,17,5,1,0,1
"1632",1632,94,64,45,6,12.5,12,1,0,1
"1633",1633,145,73,45,7,9,1,1,1,1
"1634",1634,125,78,60,11,14.5,10,0,0,1
"1635",1635,76,53,39,6,12,10,1,0,1
"1636",1636,132,76,43,8,12.5,5,1,0,1
"1637",1637,93,62,37,8,12.5,10,1,0,1
"1638",1638,152,79,53,8,9,3,1,0,1
"1639",1639,89,55,37,6,10.5,10,1,1,1
"1640",1640,105,66,48,8,12,1,1,0,0
"1641",1641,95,56,39,5,9,7,1,1,1
"1642",1642,120,63,40,8,6,7,1,1,1
"1643",1643,158,78,48,9,9,4,1,1,1
"1644",1644,97,57,42,6,13.5,5,0,1,1
"1645",1645,106,70,43,10,12.7,10,1,0,0
"1646",1646,190,87,62,10,4.5,5,1,1,1
"1647",1647,115,69,46,6,12,5,1,1,1
"1648",1648,119,75,46,10,12,7,0,0,0
"1649",1649,107,76,44,9,13,15,1,0,1
"1650",1650,137,83,48,12,15.5,10,1,0,1
"1651",1651,140,75,54,8,12,5,1,1,0
"1652",1652,90,56,40,5,12.5,5,1,1,1
"1653",1653,110,67,41,9,13.5,10,0,0,0
"1654",1654,140,82,47,11,12.5,10,1,1,0
"1655",1655,117,70,39,8,12.5,12,1,1,1
"1656",1656,130,67,46,7,9,5,1,1,1
"1657",1657,85,58,39,6,12.5,10,1,0,0
"1658",1658,164,101,51,15,12.7,5,1,0,1
"1659",1659,95,58,38,6,12,8,1,0,1
"1660",1660,110,70,40,9,13.5,5,1,0,0
"1661",1661,136,78,45,10,12,10,1,0,0
"1662",1662,85,58,37,6,13.5,15,0,0,1
"1663",1663,98,68,44,8,10.5,10,1,0,1
"1664",1664,87,60,43,6,13.5,10,0,0,1
"1665",1665,87,60,43,6,13.5,10,0,0,1
"1666",1666,98,58,42,6,12,10,1,1,1
"1667",1667,77,50,34,6,13.5,2,1,0,1
"1668",1668,121,77,46,10,12.5,10,1,0,1
"1669",1669,125,76,47,11,11,7,1,0,1
"1670",1670,95,63,40,8,12.5,10,1,0,1
"1671",1671,143,80,47,9,12.5,3,1,0,1
"1672",1672,112,75,42,10,12,5,0,0,1
"1673",1673,90,56,42,6,12.5,7,1,1,1
"1674",1674,80,50,34,6,11.5,10,1,0,1
"1675",1675,94,61,38,9,12,5,0,0,1
"1676",1676,180,88,55,11,6,3,1,0,1
"1677",1677,94,65,45,7,14.5,10,1,0,0
"1678",1678,117,78,44,10,12,5,1,0,1
"1679",1679,113,75,45,10,13,10,1,0,1
"1680",1680,175,83,55,9,3,15,1,1,1
"1681",1681,135,79,48,9,10.5,5,1,1,0
"1682",1682,115,76,40,11,12.7,10,1,0,1
"1683",1683,100,65,46,6,15.5,7,1,0,1
"1684",1684,108,64,40,9,12,10,0,0,1
"1685",1685,119,77,40,10,12.7,5,0,0,1
"1686",1686,125,80,45,13,13,10,0,0,0
